Company ID;Company Name;Industry (ICB);Region;Year;PE Firm;PE/VC;URL of the Transaction;Description
50283;VDP;Financing Advisory;Belgium;;;;;Founded in 1995, VDP Corporate Finance is a corporate finance boutique based in Ghent, Belgium. The firm provides services in areas of mergers and acquisitions, buyouts, divestitures, private placements, financial and strategic advisory, joint ventures, and acquisition or sale of businesses. The firm caters to sectors such as food & agriculture, retail, project sourcing, and fintech.
40614;VDR Holding;;;;;;;
1481;Vector/ Vector Laboratories;Biotechnology;United States;2021;Thompson Street Capital Partners;;https://www.tscp.com/news/thompson-street-capital-partners-acquires-vector-laboratories/;Developer and manufacturer of labeling and detection reagents in Burlingame, California. The company develops labeling and detection reagents which are critical components in immunohistochemistry studies and other life science research applications, enabling researchers at leading hospitals, academic research institutions and life science companies to receive new formulations of curing antifade mounting media for immunofluorescence applications that overcome many of the issues experienced with other setting antifade media.
5599;VECTORsgi, Inc.;Other Financial Services;United States;2003;Thoma Bravo;;https://www.bizjournals.com/washington/news/2012/08/27/who-is-thoma-bravo.html;Provider of financial transaction processing, image exchange, item processing, dispute resolution and e-commerce solutions to financial institutions. The company provides image-based solutions, including check image capture software that manages the image exchange process, including image quality analysis of inbound images. It also offers consulting services, including e-commerce consulting, check image strategy and implementation, integration and conversion, business consulting, mail services consulting, process optimization consulting, and project management.
3065;VECTOUR, INC.;;;;;;;
157;Vectura;Life Science;UK;;Court Square Capital Partners;;https://www.fiercepharma.com/pharma/marlboro-maker-philip-morris-strikes-1-2b-deal-for-vectura-just-months-after-cdmo;Vectura is a provider of innovative inhaled drug delivery solutions that enable partners to bring their medicines to patients. The company has thirteen key inhaled and eleven non inhaled products marketed by major global pharmaceutical partners and a diverse portfolio of partnerships for drugs in clinical development. Vectura was founded in 1997 and is based in Chippenham, United Kingdom.
11069;Vedici;Hospitals/Inpatient Service;france;2020;Ardian , KKR & Co. L.P.;;https://www.ardian.com/sites/default/files/2020-04/CP-Babeau-Seguin-20171030-EN.pdf;Operator of hospitals intended to offer innovative healthcare technology to seek medical excellence. The company's healthcare services include educating doctors, providing ongoing training, undertaking clinical research and encouraging technical innovation, enabling the hospitals to improve their patient relationship by providing tailor-made care from the beginning of patients' journey to when they return home.
271;VEECO/CVC;Semiconductors;United States;2000;Advent International;;https://mergr.com/veeco-instruments-acquires-cvc;CVC, Inc. is a manufacturer of semiconductor equipment used in the production of evolving tape- and disk-drive recording heads, optical components, passive components, magnetoresistive random-access memories and various logic devices.
4061;Veen/ Veen Bosch & Keuning;Publishing;Netherlands;1999;CVC Capital Partners;;https://mergr.com/cvc-capital-partners-acquires-veen-bosch-%26-keuning-uitgeversgroep-bv;Publisher of books in Netherlands. The company's products include fiction and non-fiction books which are also customized, providing clients to enrich their minds.
9487;Vega;Information Services;China;2020;Baird Capital;;https://bairdcapital.com/news/Baird-Capital-Invests-in-the-Vega-Global-Group;Vega is an end-to-end provider of audio visual and video collaboration solutions for organizations of all types throughout the Asia Pacific region. Vega's services enable global communications for the modern workplace, facilitating meaningful collaboration to enhance productivity for its enterprise clients. Vega was founded in 1986 and is based in Hong Kong.
1253;Vehicle Solutions;Software;Canada;2022;Mill Point Capital LLC , Norwest Mezzanine Partners;;https://millpoint.com/mill-point-capital-acquires-vehicle-management-solutions/;Vehicle Management Solutions provides towing, dispatch, impound management, and vehicle sales software solutions to municipalities, state transportation departments, insurance companies, and other various clients. Vehicle Management Solutions is based in Markham, Ontario.
51542;VEINSUR;Road;Spain;2008;Intermediate Capital Group (ICG) , Portobello Capital , Inversiones Ibersuizas SA;;https://mergr.com/intermediate-capital-group-invests-in-veinsur-sa;Dealer of Volvo trucks. The company operates as a truck dealer in Europe, offering new and used trucks, tractors, trailers, and vans. It also offers truck rental services and after-sales services.
30170;Velant;;;;;;;
51356;VelociData;Business/ Productivity Software;United States;2021;OpenVault , NewSpring Capital;;https://newspringcapital.com/news/2013/newspring-capital-portfolio-company-velocidata-announces-former-motorola-chairman-and-ceo-christopher-galvin-joins-board-of-directors-as-company-closes-10-million-financing;Developer of a data normalization platform designed to deliver hyper-performance stream processing data without the need for application programming. The company's platform offers stream computing paradigms and data processing acceleration appliances to provide the real-time capability to add value and improve data integrity, enabling corporations to understand the complete state of their network and to act instantly in response to risks, threats, and opportunities.
5485;Velocimed, LLC;Surgical Devices;United States;2003;Warburg Pincus;;https://www.meddeviceonline.com/doc/st-jude-medical-announces-agreement-to-acquir-0002;Manufacturer of specialty interventional cardiology devices. The company develop, manufacture and market cardiological devices for foramen ovale, proximal embolic protection and for accessing difficult anatomy and crossing chronic total occlusions in interventional catheterization procedures.
9565;Velocita Corporation (formerly Pf.Net);Telecommunication Service Providers;United States;;AT&T;;https://www.lightreading.com/ethernet-ip/atandt-acquires-velocita/d/d-id/585868;Provider of telecommunication products and services. The company's services offers a range of fiber-optic network infrastructure equipment, enabling internet service providers, communication carriers, corporations to get smooth and uninterrupted network services.
51992;Veluwsebron;;;;;;;
43333;Velvet Energy Ltd.;Energy Production;Canada;2011;Trilantic North America , Warburg Pincus;;https://www.trilanticnorthamerica.com/portfolio/velvet-energy;Operator of an oil and gas exploration company based in Calgary, Canada. The company's strategy is to utilize advanced drilling and completion technologies to develop liquids-rich resources in proven basins of West Central Alberta. Its primary operations are based on controlling costs through the entire value chain to achieve top decile rates of return on its capital employed.
28572;VEMAG;Machinery (B2B);Germany;;Hanover Finanz;;https://www.hannoverfinanz.de/nc/ehemalige-beteiligungen/portfolio/Portfolio/show/vemag-maschinenbau-gmbh/;Developer and manufacturer of machines and equipment designed to establish a modular system comprising standard fillers and tailored attachments that can be flexibly adapted to specific user requirements. The company's product range includes sausage lines, vacuum filler, dough proportioner, forming and grinding products and convenience lines, enabling food industry and artisan producers to integrate complex processing steps into a filling and portioning process.
51941;Venari Resources LLC;Energy Exploration;United States;2012;The Jordan Company , Warburg Pincus , Kelso & Company;;https://warburgpincus.com/2012/05/22/venari-resources-announces-investment-by-warburg-pincus-kelso-co-temasek-and-the-jordan-company-to-form-new-deep-water-ep-company/;Venari Resources LLC is an exploration and production company focused on the prolific oil-prone subsalt region in the Gulf of Mexico’s deep waters. Venari’s strategy centers on the exploration and development of high-potential oil prospects, initially through the acquisition of minority interests in prospects generated by capable operators and later through the generation of its own prospects. Venari Resources was formed in 2012 and is based in Addison, Texas.
23321;Vencap;Consulting Services;United States;;;;;Operator of a business consultation platform intended to transform companies into growing and profitable entities.
2303;Vencor Inc;Energy Production;Canada;2012;Rockwater Energy Solutions;;https://www.rockwater.com/rockwater-energy-solutions-acquires-vencor-production-testing-services/;Provider of production testing services. The company engages in providing quality assurance and production tests for industrially manufactured products.
51756;Vencore;Systems and Information Management;United States;;;;;Provider of information technology, engineering and analytics for the U.S. government. The company's leading-edge technology and processes, with an unmatched emphasis on customer service include software development, systems engineering, modeling and simulation, enterprise-wide IT support, applied research and cyber security, catering space, defense, health, homeland security, intelligence and Homeland Security.
29240;Vendavo;Software ;United States;2014;Francisco Partners;;https://www.franciscopartners.com/investments/vendavo;Vendavo provides flexible software solutions that assist manufacturers and distributors with managing, pricing and structuring contractual relationships. Vendavo Advantage is a complete, enterprise-class solution combining all aspects of deal pricing, negotiating, analysis and monitoring.
28608;Vendcare;Other Commercial Products;UK;;Autobar;;https://www.crunchbase.com/acquisition/autobar-uk-ltd-acquires-vendcare-nationwide-services--b33ebb7b;Provider of maintenance services for vending machines. The company offers ingredients, vending services for food services along with vending machines and develops and supplies Metro, a cashless payment system that includes cashless payments, photo ID, time and attendance, computer log-in and security systems.
1508;Vendex;Department Stores;Netherlands;;KKR & Co. L.P. , Permira , Cinven , Ardian ;;https://www.infrastructureinvestor.com/kkr-led-trio-offers-e1-43bn-for-vendex/;Operator of a chain of retail stores across various locations in Europe. The company operates a group of do-it-yourself (DIY) stores and offers building materials, home decoration, gardening and other products of various brands for its customers under a single roof at a fair price.
14152;Vendôme;Consumer Products;France;2006;3i Private Equity;;https://www.buyoutsinsider.com/3i-sells-groupe-vendome/;The business of Vendôme is to conceive and manufacture hygienics, pharmaceuticals and parapharmaceuticals products. Vendôme SA provides hygienics and toilette products (solid and liquid foams, dermatological foams, showers and bath gels, and hygienics products for babies and shampoos). 
4663;Vendome Associates, L.L.C.;;;;;;;
4021;Vendor Holding ;Household Products;Netherlands;1996;Rivean Capital , CVC Capital Partners;;https://www.google.com/search?client=safari&rls=en&q=Rivean+Capital+vendor&ie=UTF-8&oe=UTF-8&safari_group=9;Manufacturer and supplier of washroom hygiene products designed to make fresh toilet area. The company's innovative services and products include paper-based hygiene and cleaning systems, catering principally for the institutional washroom market across European market, enabling customers to avail products that are pleasant to use, good for them and nature as well.
328;VENERE;Internet Software;Italy;2006;Advent International , Emisys Capital SGRpA ;;https://www.adventinternational.com/global-reach/italy/;Operator of an online travel agency. The company provides online hotel reservations services to its customers offering business and leisure travelers access to information on hotels and bed and breakfast properties throughout Europe and the U.S.
13991;Veneta Cucine;Home Furnishings;Italy;2021;NB Aurora S.A. SICAF-RAIF;;https://www.oaklins.com/mx/en/deals/107213/;Manufacturer and distributor of home furnishing products based in Biancade, Italy. The company provides kitchen and living room furniture and furnishing accessories like heat-formed plastic, wood, gloss, matte lacquered and vetro finished kitchen furnishings that provide customized modular kitchens.
5520;VenServ, Inc.;;;;;;;VanServ, Inc. provides Web-based product financing solutions.
2304;Ventas Inc. Common Stock;REITs;United States;;;;https://money.cnn.com/quote/shareholders/shareholders.html?symb=VTR&subView=institutional;Ventas owns a diversified healthcare portfolio of over 1,200 in-place properties spread across the senior housing, medical office, hospital, life science, and skilled nursing/post-acute care. The portfolio includes over 40 properties in both Canada and the United Kingdom as the company looks for additional investment opportunities in countries with mature healthcare systems that operate similarly to the United States.
32045;Vente-Privee.com SAS;Specialty Retail;France;2007;Summit Partners , Sofina SA;;https://www.summitpartners.com/news/changes-in-vente-privee-com-s-shareholding;Operator of an internet retail site designed to provide online sales of fashion accessories. The company offers online flash sales for designer brands only for members with discounted prices to sell excess inventory, enabling clients to receive clothes and related sites from different brands at one place.
11885;Venture Capital Fund of New England II;;;;;;;
11886;Venture Capital Fund of New England III;;;;;;;
40206;Venture Capital Porfolio;;;;;;;
5513;Venture Infotek Limited;;;;;;;
27659;Venture Investments;;;;;;;
24178;Venture Transport Logistics;Financial Software;India;2007;Kubera Partners LLC;;https://investegate.co.uk/kubera-cross-border--kubc-/rns/investment-in-venture-infotek/200711200701200485I/;Provider of transaction processing system intended to provide end to end card payment solutions. The company's electronic payment system enables for merchant acquiring, card processing, loyalty programs, government benefits programs on behalf of the Indian banks and major retailers.
51515;VEO TV;;;;;;;
51043;VER/ Video Equipment Rentals;;United States;2014;L Catterton Partners , Constitution Capital Partners;;https://mergr.com/l-catterton-acquires-video-equipment-rentals;VER is a leading, global provider of production equipment and engineering support. With the world's largest inventory of rental equipment, VER supplies the most advanced technology to a broad array of clients in the TV, cinema, live events, broadcast and corporate markets. Clients rely on VER's depth of experience in Broadcast, Audio, Video, Lighting, LED, Cameras, Rigging, Media Servers, Fiber and more.
6452;Verado;Business Services;United States;2001;TPG Global;;https://www.google.com/search?client=safari&rls=en&q=TPG+Global+Verado&ie=UTF-8&oe=UTF-8&safari_group=9;Verado Holdings, Inc. provides outsourced data center, managed services, and Web and application hosting solutions for businesses. Its Data Center services include managed services, dedicated servers, colocation, and professional services.
51780;Verastar Ltd (fka Universal Utilities Ltd);Telecommunication Service Providers;UK;2011;Vitruvian Partners;;https://www.vitruvianpartners.com/archives/investment/verastar;Provider of various essential services intended to serve small businesses. The company's services include utilities, business line rental and calls, broadband, mobile, insurance, water and energy service, thereby offering customer care support at a lower price than the industry incumbents and saving its customers time and money.
27419;VERBEX VOICE;;;;;;https://www.thefreelibrary.com/VOXWARE+TO+BUY+VERBEX+VOICE+SYSTEMS.-a053958271;Manufacturer of speaker-independent and speaker-dependent speech recognition products. The company's products are consumer and industrial applications running under DOS, Unix, Windows '95, and Windows NT. The products share recognition of naturally spoken phrases and number strings without pauses between words. They have high recognition accuracy across a range of background noise levels, from noisy and variable-noise environments such as factory floors and cellular phones, to quiet office settings. As well the products are designed to recognize and adapt to users' personal differences in pronunciation and accent. Adaptive systems of this type achieve the highest recognition accuracy because they learn the nuances of each person's voice.
20724;Verbind;Other Services ;United States;2002;SAS Institute, Inc.;;;Provider of customer behavior- driven marketing solutions. The company provides solutions based on patented application of established functional state technology that enables their clients to analyze the behavior of each of their customers.
24446;VERBLENDZIEGELWERK;Raw Materials;Germany;;Advent International;;https://www.malliss.com/geschichte/malliss1/7-geschichte-der-ziegelei.html;Manufacturer of bricks. The company focuses on the construction and operation of bricks in its factory, enabling industries to receive bricks of high quality.
44099;Verbraeken;Construction and Engineering;Belgium;2010;Waterland Private Equity;;https://waterland.nu/en/portfolio/verbraeken-infra;Provider of construction, installation and maintenance services intended for infrastructure networks. The company specializes in electricity, telecom, gas and direct heating, water and sanitation as well as industry and public lighting infrastructure, delivering multi-utility infrastructure projects.
1455;Verdaine;Other Services;;;Unitas Capital;;http://www.unitascapital.com/chi/portfolio/view-companies-by-region/14/;Operator of a Mauritius-based acquisition vehicle. The company aims to acquire, rehabilitate and manage 40,000 to 50,000 hectares of palm oil plantations in Indonesia. It currently controls a 9,100ha plantation in the Tapanuli Selatan district of North Sumatra and a 5,000 ha concession on Belitung island, off the east Sumatran coast.
4062;Verdugt;Agricultural Chemicals;Netherlands;2004;CVC Capital Partners;;https://hlpartners.com/transactions/acquisition-of-verdugt-b-v-from-cvc-capital-partners/;Manufacturer of organic salts and organic acid blends. The company's products are used in the food, chemical, pharmaceutical and agricultural industries, enabling the users to utilize the products for pharmaceutical uses and also for the manufacture of animal feed.
40615;Verelst;Construction and Engineering;Belgium;2008;Bencis Capital Partners;;https://www.dvo.be/artikel/46597-management-buy-out-bij-groep-verelst;Verelst is a leading construction company in the residential and non-residential (semi-industrial) market, having its own production of steel and concrete structures. The group is active in Belgium, France, The Netherlands and the Czech Republic.
5547;Verette Inc./Technecall Inc.;;;;;;;
9959;Veridian Corporation;Security Services;United States;1999;TGF Management Corp. , Monitor Clipper Partners LLC;;https://mergr.com/tgf-management-exits-veridian;Provider of information-based integrated services. The company's integrated services offers mission-critial national security programs, primarily for the intelligence community, the Department of Defense, law enforcement, and other US government agencies thereby enabling the design, development and operations of vital networks, databases and other information and intelligence systems also offering enterprise management and systems engineering services.
3118;VeriFone, Inc.;Computers, Parts and Peripherals;United States;2018;Francisco Partners;;https://www.franciscopartners.com/investments/verifone;Provider of electronic payment systems and services intended to offer a unified platform to offer customers with a seamless payment experience with any payment method. The company's products include payment devices such as mobile point of sale (mPOS), countertops, PIN pads, multilane, integrated point of sale (POS), kiosks and site controllers along with cloud services, thereby enabling merchants in retail, hospitality, acquirers, convenience retail and petroleum services markets with alternative and local payment methods (APMs) for cross-border and domestic payments as well as alternative financing.
26603;Verigen AG;Life Science;Germany;2005;Genzyme Corp.;;https://www.thepharmaletter.com/article/genzyme-acquires-germany-s-verigen;Verigen AG, a private company based in Germany with a proprietary cell therapy product for cartilage repair currently sold in Europe and Australia.
4577;Verio, Inc.;Industry Service Providers;United States;1996;Providence Equity Partners;;https://www.provequity.com/portfolio/verio;Provider of internet services intended to offer affordable and reliable hosting services. The company's internet services include offering free site-building software, domain name registrations, VPS hosting and other online services to individuals and small to medium sized businesses.
44448;Veriplast Solutions - Flexible;Packaging;France;2007;Sun Capital Partners;;https://suncappart.com/2011/04/15/plastics-film-extrusion-equity-investor-acquires-britton-flexibles/;"Veriplast Solutions manufactures a large range of packaging products for use in the food, drink, health and home and personal care sectors. Veriplast's three main units are: (i) Veriplast International (Disposables), a manufacturer of plastic cups, yogurt pots, glasses, trays, and related food processing items; (ii) Autobar Flexible Packaging, a manufacturer of secondary (shrink film) and tertiary films (pallet wrap) for industrial customers; and (iii) Autobar Rigid Packaging, a manufacturer of thin wall plastic packaging for the dairy and other food and non-food industries, thermoforming products for the dairy and specialty products industries, labels mainly for injection and thermoforming, and stretched sleeves."
51164;Verisae;Business/ Productivity Software;United States;2012;Marlin Equity Partners;;https://www.marlinequity.com/case-studies/case-study-verisae/;Provider of asset-management software to organizations. The company offers a central database, software services and a reporting system to help real estate, facilities and asset management organizations to deliver operational and financial performance through industry-specific suites that deliver greater customer value. Its platform includes management tools for energy use, maintenance, environment and remote alarms.
25567;VeriSign, Inc. (formerly Jamba! AG);Other Media;Germany;2003;Summit Partners;;https://www.summitpartners.com/companies/jamba;Operator of a portal for mobile Internet content. The company's portal develops, distributes and mediates content and services for wireless mobile phones and also provides content and services including ring tones, Java games, news and Internet shopping services.
25616;Verisity, Ltd. (formerly Axis Systems, Inc.);Computers, Parts and Peripherals;United States;2001;Summit Partners;;;Producer of certification and simulation software for system-on-chip designers to verify the accuracy, optimization, and functionality of integrated circuits.
9960;Veritas Holdings AG;Automotive;Germany;2021;HDT Automotive Solutions;;https://www.themiddlemarket.com/latest-news/adrians-hdt-automotive-buys-veritas;Veritas is a developer of material and system competency for the fluid, thermo and sealing management of vehicles and as manufacturer of elastomer sealings and profiles for industrial applications. Veritas is based in Gelnhausen, Germany.
9456;Veritext;Legal Services;United States;2018;Leonard Green & Partners;;https://www.privateequitywire.co.uk/2018/08/10/267314/pamplona-capital-management-sells-veritext-leonard-green-partners;Provider of deposition and litigation support services for law firms, corporations, government and other entities in the United States. The company through its easy-to-use technologies streamlines the deposition process to enhance delivery flexibility thus reliably handling complex cases by providing proprietary video, mobile and remote services combined with added security as well as connects its clients to its network of independent court reporters based on an analysis of availability, expertise, geography, and other criteria.
30171;Verivox;Information Services;United States;2009;Oakley Capital Private Equity;;https://www.oakleycapital.com/our-companies/verivox;Operator of online price comparison and calculation platform intended to help customers compare tariffs quickly and easily and switch directly to the best provider for them. The company's platform acts as an intermediary and shows affordable offers for electricity and gas, internet and mobile communications, finance and insurance products, supporting customers with a comprehensive range of advice and customer service in making the right decision.
2587;Verizon Communication;Communication;United States;;Apollo;;https://www.financierworldwide.com/fw-news/2021/5/4/verizon-media-sold-for-5bn;Verizon is a provider of communications, information, and entertainment products and services to consumers, businesses and governmental agencies. Verizon offers voice, data and video services and solutions on wireless and wireline networks that are designed to meet customers’ demand for mobility, network connectivity, security and control. Verizon dates back to 1983 and is based in New York City. Verizon was founded in 1983 and is based in New York, New York.
29779;Verna Group;Machinery (B2B);UK;2008;Caird Capital;;https://www.buyoutsinsider.com/lgv-sells-verna-group/;Verna Group design, manufacture and supply of products to hospitals - the Vernacare 'system' is creating cleaner, safer, greener healthcare environments by managing infection control with affordable, sustainable products.
13848;Vero Group PLC;;;;;;;
50374;Verolme;Machinery (B2B);Netherlands;2015;Bencis Capital Partners;;https://mena.nl/deal/5559;Manufacturer of pressure valves and heat exchangers based in Moerdijk, Netherlands. The company specializes in heat exchangers, pressure vessels and reactors for high pressure, high temperature and high corrosion resistance applications used in companies operating in the oil and gas, chemical, petrochemical and poly silicon industries.
50440;Versace;Luxury Goods;Italy;2014;The Blackstone Group;;https://www.blackstone.com/news/press/versace-chooses-blackstone-to-accelerate-the-companys-growth/;Designer, manufacturer, distributor and retailer of fashion and lifestyle products. The company produces upmarket Italian-made ready-to-wear and leather accessories such as clothing, accessories, fine jewellery, watches, eyewear, fragrances and home furnishings.
7873;Versailles;Financial Services;United States;;;;;Versailles Group Ltd is a boutique investment bank and advisory firm focused on mid-sized companies. The Firm offers a variety of advisory services, including mergers and acquisitions, private placements, fairness opinions, valuations, and financial structuring. Sector experience includes IT,software, hardware, internet, services, process control, communications, healthcare, and distribution. Versailles Group was formed in 1987 and is based in Boston.
50981;Versailles International S.a.r.l. (Vemedia);Pharmaceuticals;Netherlands;2016;Charterhouse Capital Partners;;https://www.charterhouse.co.uk/news/charterhouse-backed-cooper-agrees-acquisition-of-vemedia-consumer-health-from-ik-investment-partners/;Manufacturer of health products and pharmaceutical ingredients. The company specializes in the production of tablets, film-coated tablets and capsules in bottles or blister packs. The company also produces dosed packaging for liquids and drug ingredients.
25102;Versal;Other Services;Sweden;;;;;Developer of an online platform designed to create engaging courses and share knowledge across the organization. The company's platform allows creators in course creation, interactive exercises, assessments and import existing documents for internal training, employee onboarding and product tutorials, helping clients to collaborate and disseminate information seamlessly.
7365;Versant Corporation;Database Software;United States;1996;TA Associates , Duke Forest Capital;;https://www.ventureradar.com/source/Duke%20Forest%20Capital/0a58fb3b-93e4-455f-b806-ae666ecddf62;Provider of specialized data management software to the telecommunication, defense, government, medical and other industrial sectors. The company's software facilitates data distribution and navigation, enabling clients to store and access hierarchical, and graph-oriented data
12228;Versant Venture Capital I;;;;;;;
9038;VERSATEL;Communication;Germany;2011;KKR & Co. L.P.;;https://media.kkr.com/news-details/?news_id=938251e6-7b16-41ae-a803-11b9385f8ab1&type=1&download=1;Versatel AG is a provider of infrastructure based telecommunications services in the German market.
51767;Verscend Technologies;Practice Management;United States;2016;Veritas Capital;;https://www.cotiviti.com/press-release/veritas-capital-backed-verscend-to-acquire-cotiviti-for-4.9-billion;Verscend drives better healthcare outcomes through data analytics, supporting payers' financial performance and quality improvement initiatives. Verscend’s Payment Accuracy, Risk Adjustment, and Quality and Performance solutions help organizations utilize their data so they can efficiently and cost-effectively succeed in the new era of healthcare. 
42700;Verse Music Group;Media ;United States;2006;The Wicks Group;;https://www.wicksgroup.com/investments/verse-music-group-llc/;Verse Music Group LLC is an entertainment company, focus on music-related intellectual property rights and related assets. Verse owns over 50,000 copyrights through its acquisition of iconic brands and music catalogs including Salsoul Records, West End Records, Bethlehem Records and Golden Records.
42146;Verseon India P Ltd.;Life Science;India;2006;Peepul Capital;;http://peepulcapital.com/our-portfolio/fund/fund-ii/verseon;Verseon India Private Ltd. is a drug discovery company that designs novel medicines for out-licensing to the Pharmaceutical industry. The company aims to revolutionize drug discovery by consistently and rapidly designing safer and more effective drugs for the future.
480;Versicherungs-Service GmbH;Insurance Broker;Germany;;;;;Provider of brokerage and insurance services. The company offers a wide range of services to the insurance industry, especially to the transport insurance business.
25512;Verso Technologies, Inc. (formerly MCK Communications Inc.);Telecommunication Service Providers;United States;1996;Summit Partners;;https://www.summitpartners.com/companies/mck-communications;Developer and marketer of a range of solutions that keep enterprises connected to their remote workers. The company supports both single and multiple user deployments over traditional and IP networks, allowing enterprises to choose pace of and migration to next-generation networks. It also supports branch office employees, remote call centers, teleworkers, home-based call center agents and mobile workers.
11622;Vertafore, Inc.;Financial Software;United States;2016;Bain Capital Private Equity , Vista Equity Partners;;https://www.baincapital.com/news/vertafore-announces-completion-acquisition-bain-capital-private-equity-and-vista-equity;Developer of cloud-based insurance software and services based in Denver, Colorado. The company specializes in developing cloud-based software that effectively manages the business with complete integrated applications and identifies opportunities for growth and makes data-driven decisions, enabling clients to manage and grow their business and reduce compliance risks across the entire producer lifecycle.
14600;VERTELLUS;Chemicals;United States;2021;PPC Investment Partners LP (Pritzker Private Capital);;https://vertellus.com/pritzker-private-capital-acquires-vertellus/;Vertellus Holdings LLC is a manufacturer of high-value specialty chemicals used in the agroscience, nutrition, pharmaceutical, personal care, and performance materials markets. Vertellus producer of pyridine and picoline chemicals that function as key intermediates in the manufacturing of herbicides, insecticides, biocides, and a range of pharmaceutical and industrial products. Vertellus Holdings was founded in 1857 and is based in Indianapolis, Indiana.
43975;Vertex Aerospace;Aerospace and Defense;United States;2018;American Industrial Partners;;https://americanindustrial.com/vectrus-and-vertex-to-combine-creating-a-global-leader-in-mission-essential-solutions/;Provider of aftermarket aerospace services intended to serve the defense and commercial customers. The company specializes in offering a range of services including aircraft component overhaul, repair, supply chain management as well as pilot and flight officer training support, helping the clients to balance cost, schedule and performance by providing vertically integrated turnkey lifecycle support from concept definition to engineering and manufacturing, through end-of-life support of complex systems.
23261;Vertex Data Science Ltd. 20;Business/ Productivity Software;United States;;Oak Hill Capital Partners;;https://www.crunchbase.com/acquisition/oak-hill-capital-partners-acquires-vertex-data-science-ltd--e2d8f45d;Developer of business process optimization software intended for utilities and energy companies. The company specializes in digital transformation, customer engagement, automation and data analytics, providing cloud-based security and resilience system.
24883;Vertical Net;Media and Information Services;Australia;2004;Integral Capital Partners;;https://www.cnet.com/tech/mobile/vertical-networks-funding-reaches-119-million/;Operator of a media and events firm intended to provide insight and competitive advantage to define the future of the industries. The company's firm includes brands that service the arts, online classifieds, and a variety of other industries across regional and global markets, enabling clients to develop and acquire industry specialist businesses, to build a market-leading digital business with long-term growth and improved profitability potential.
41657;Vertice;Pharmaceuticals;United States;2015;Warburg Pincus;;https://www.reuters.com/article/verticepharma-warburg-pincs-idUSL3N13C52I20151117;Operator of a specialty pharmaceuticals company focused on improving patients' health. The company specializes in developing, manufacturing, marketing and distributing affordable pharmaceutical products through its operating companies.
1057;Vertis Inc.;Marketing;United States;2007;Crystal Capital;;https://mergr.com/crystal-capital-mergers-acquisitions;Vertis Holdings, Inc. is a marketing communications company that delivers inventive advertising, direct marketing and interactive solutions to prominent brands.
50769;Vertu;Other communications ans Networking;;2012;EQT Holdings AB;;https://eqtgroup.com/current-portfolio/vertu;Manufacturer and retailer of handcrafted luxury smartphones. The company's handcrafted luxury smartphones feature precious metals, leather casings and sapphire screens sold under the labels Signature, Ascent and Constellation, enabling customers avail a range of phones to match the technology available in other smartphones, while at low prices.
2059;Verus Pharmaceuticals;Pharmaceuticals;United States;2005;Montreux Equity Partners;;https://mergr.com/montreux-equity-partners-invests-in-verus-pharmaceuticals;Provider of solutions for the treatment of asthma, allergies, and related diseases and conditions. The company also offers Twinject, an epinephrine auto-injector for anaphylaxis. It is differentiated by its pediatric orientation and its strong financial position and experienced management team, which allows the company to capitalize on an extensive network to build its product portfolio and pursue complementary transactions.
26924;Vest-Wood;Other Consumers and Durables;Denmark;2002;Axcel , Polaris Private Equity;;https://www.carnegie.se/transaction/public-offer-for-vest-wood-as-dk-by-axcel-dk-dkk-25-billion/;Manufacturer and marketer of wooden doors in Europe. The company provides internal and external doors to new buildings and renovation.
29063;Vesta Capital;;;;;;;
12229;Vestar Capital Partners III;;;;;;;
12230;Vestar Capital Partners IV;;;;;;;
12421;Vestar Capital Partners V;;;;;;;
28051;Vestas Wind Systems ;Alternative Energy Equipment;Denmark;1998;Egeria;;https://egeriagroup.com/portfolio/vestas/;Vestas is a leading manufacturer of wind turbines with the highest installed capacity under service in the world. The firm operates two business segments: power solutions and services. The power solutions segment designs, manufactures, and installs onshore and offshore wind turbines. The services segment performs operating and maintenance service work on wind turbines. The U.S. accounted for approximately 19% of revenue in 2021.
1364;Vestcom;Media and Information Services;United States;2021;Avery Dennison , HarbourVest Partners;;https://mergr.com/avery-dennison-acquires-vestcom;Provider of data-integrated shelf-edge media services catering to retailers and CPGs. The company offers marketing tools, customized shelf-edge communication, banner advertisement, customized digital signature and integrated shopper marketing advertisement programs, enabling retail clients to benefit from reduced store operations expenses, increased retail sales and improved product margins.
51802;Vestiaire Collective SA;Specialty Retail;France;2015;Eurazeo PME;;https://www.prnewswire.com/news-releases/vestiaire-collective-secures-58-million-funding-to-support-further-international-growth-300395741.html;Developer of a global resale marketplace platform designed to buy, sell and share luxury and designer fashion. The company's platform offers a wide range of curated and verified vintage and luxury clothing, jewelry, accessories, footwear, and other products, enabling users to enjoy an exciting shopping experience.
20768;Vetco Gray;Oil and gas Equipment;United States;2004;CCMP Capital Advisors , Intermediate Capital Group (ICG) , 3i Private Equity , Candover Investments Plc , Arle Capital Partners;;https://www.buyoutsinsider.com/vetco-gray-makes-green-for-buyout-trio/;Suppliers of drilling, completion and production equipment intended for onshore and offshore drilling and production services. The company offers a single interface, customized or standardized applications to meet the needs of any drilling and production project from concept to full production. Its product offering covers the spectrum from single well onshore drilling projects to multiple well deepwater facilities and subsea production systems. It serves the oil and gas industry.
